otsikko,teksti,tahdet,url,kieli,tunne
Y adabteri,"Ikävä kyllä tämä laite ei toiminut, en voi suositella. Katkoi toista kanavaa. Maksoi muutaman euron, en viitsi palauttaa, mutta epäonnistunut ostos.",1,https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1,fi,negatiivinen
Audio Y-adapteri (jakaja),"Mahtava tuote, jolla on helppo liittää yhteen laitteeseen esim. kahdet kuulokkeet.",5,https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1,fi,positiivinen
Toimii,Tekee mitä lupaa. Toimii hyvin. Ei kai tästä voi muuta sanoa.,5,https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1,fi,positiivinen
Hoitaa asiansa,"Hyvin toimii ja tekee mitä on luvattu. Hieman voimaa tarvitsee toisen blugin kytkemiseksi, mutta toimii.",4,https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1,fi,positiivinen
Toimii,"Tekee sen, mitä luvataan. Teknisesti välttävä. Toisen johdon kytkemiseksi tarvitsi kohtuuttomasti voimaa, mutta on sen jälkeen hoitanut tehtävänsä.",3,https://www.verkkokauppa.com/fi/product/2354/Goobay-3-5-mm-uros-2-x-3-5-mm-naaras-audioadapteri/reviews?page=1,fi,neutraali
kattoteline,todella hyvä ja laadukas teline edullinen hinta xxxx,5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Näppärä teline,"Nopea asennus, edullinen hinta.Parin viikon käytön perusteella olen tyytyväinen ostokseen.",5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
kattoteline,"Hyvä ja toimii, mutta pikaliitosten joustavat napit toimi turhan jäykästi",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Projektori kattoon,"Tuote toimii niinkuin pitää. Arvailun varaan kuitenkin jää mihin kaikkiin projektoreihin sopii kun ""käy kaikkiin"". Itse mittasin ja mielestäni tuote olisi sopinut omaan projektoriini. Ei sopinut. Jäi muutamasta millistä kiinni. Porasin metalliin oman reiän ja homma toimii nyt. Hyvä tuote jos tietää että varmasti sopii omaan projektoriin.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Kelpo kattoteline,tukeva ja ajaa asiansa. hyvin ruuveja yms. mukana.sopii hyvin kiinnityksiin,5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Videotykki kattoon,"Asiallisen oloinen ja vastaa myynti-ilmoitusta.Suhteellisen lyhyt takuuaika ihmetyttää, kun kyseessä kuitenkin vain yksinkertainen kantava osa.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Kertakäyttöteline,"Kertakäyttötuote, joka ei täytä vaatimuksia. Teline on helppo ja nopea asentaa, mutta muoviosat, jotka pitävät ruuvit paikoillaan, pettävät valitettavasti muutaman vuoden kuluttua. Hyvällä onnella voi vielä purkaa telineen avaimella, mutta on myös mahdollista, että ruuvi ei irtoa ja joutuu purkamaan toisella tavalla. Tämän jälkeen sitä ei voi asentaa yhtä hyvin uudelleen. Vältä tätä tuotetta.",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Ei pysynyt kulmassa,"Vaikka ruuvit oli kireällä, niin ajan myötä projektori roikkui kuitenkin kallellaan. Millään ei saanut luotettavasti pysymään yhdessä asennossa.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Välttäkää,Kannattaa kiertää tämä tuote kaukaa. Asennnuskokemus oli jotain kauhun ja vihan sekoitusta. Muilla merkeillä paljon toimivamman näköisiä tuotteita.,1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Halpa toimiva mutta hieman rasittava asentaa,"Toimiva, hinta kohdallaan, mutta oikeaan asentoon säätö + kiristys hieman ärsyttävä. Pysyy kyllä asennossa kun kiristää kunnolla. Jos pitää olla tarkasti oikeassa asennossa niin en suosittele.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
Jos ei tarvi yhtään säätää,Varmaan ihan ookoo jos ei tarvi yhtään säätää mihinkään suuntaan. Itse säätänyt nyt prikkojen kanssa 4h eikä ole vieläkään taulussa.,1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Halpa ja tekee tarvittavan,"Paketissa tulleiden ruuvien avulla asennus onnistui helposti. Pientä vekslausta vaati mutta kerran vain kiinni. Teoriassa. Tykin kohdistus voi onnistua kerralla jos nivelessä oleva ruuvi on sopivan tiukkalla. Itsellä se oli aavistuksen liian löysä, jolloin tykki vääntää itsensä vinoon. Jos taas liian tiukalla niin tuntuu ettei teline kestä vääntöä. Tähän hintaan ei voi paljoa pyytää mutta kattaa odotukset.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
Kevyt ja edullinen perusteline,"Kattoasennukseen helpohko ja toimiva systeemi. Hankala siinä mielessä että kuvan suunta pitää hakea teline asennettuna, mutta jotta saa vakaan kuvan, niin asennon säätöruuvit tarvitsee kiristää osittain purettuna.Omaan halpistykkiin ei mukana tulleet ruuvit käyneet, mutta M3 ruuvit löytyi omista kätköistä ja sain telineen viritettyä käyttöön noin puoleen tuntiin. Markkinoilta löytyy parempia ja tukevampia telineitä, joita on helpompi säätää, mutta tämä oli halpa.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Toimiva hintaansa nähden,"Käytin vain projektoriin kiinnitettävän osan ja tein omat putket kattoasennusta varten. Toimi hyvin, mutta ei mahdollisuutta säätää kiinnityspistettä painopisteen kohdalle mikä vaikeuttaa ripustusta.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
täyttä rautaa,videotykin telineenä todella vankkaa tekoavaan ei ole kääntömahdollisuutta tykki osoittaa juuri katon mukaisesti eli kuva on katonrajassa ei voi yhtään kääntää kuvaa alaviistoonjoten en voinut asentaa kattoon vaan hyllylevyn alapuolelle jotta kuva oikealla korkeudella,3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
Ei toimi,"Ei sovi epson TW-5350 projektorille. Projektorin kiinnikeiden painopiste on liian edessä ja tämä löysä teline ei jaksa kantaa sitä. Uskoisin, että toimii heikosti muillekkin laitteille väljien putkien ja kiinnikkeiden takia. Olihan se liian halpa ollakseen toimiva...",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Videotykin kattokiinnike,"Vahva, siisti ja edullinen tuote. Kaksi valinnaista putkiosaa kattoetäisyyden valintaan. Kasaamisjärjestyksessä kannattaa noudattaa ohjetta, jotta osat pysyvät hyppysissä, kun niitä asentaa. Tarkoitettu vain kolmen kiinnityspisteen tykille. Omassani on neljä pistettä, joten jouduin tekemään neljännen tukivarren al-putkesta. Myös mukana olevat kiinnityspultit ovat isolle tykille vääränkokoiset.Pienellä kikkailulla sain ison tykin kiinni kattoon siististi ja tukevasti.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Tekee minkä lupaa,"Yleismallinen projektoriteline, jolla onnistuu ainakin Epson projektorien kiinnitys kattoon. Siistin näköinen tuote, toimitetaan kahdella eripituisella putkella. Kiinnitys kattoon tapahtuu ruuveilla, jotka tulevat mukana. Kuvan säätäminen kohdalleen onkin sitten jo haastavampaa, mutta onnistuu kuitenkin. Kerran kun tykin saa kohdalleen, niin eipä tuohon tarvitse sitten enää kajota. Käyttö-/kokoamisohje oli todella puutteellinen, mutta onneksi tässä ei ollut liian montaa liikkuvaa osaa. Piti kuitenkin tulla tänne verkkokaupan sivuille katsomaan valmiiksi kasatun tuotteen kuvaa, että sai varmistettua oikean kasaamisen. Tykin irroittaminen puhdistusta/huoltoa varten on helppoa, joten sinänsä ihan hyvä ja edullinen ostos. Kalliimmat telineet ovat ehkä jämäkämpiä, mutta loppupeleissä tämä ajaa asiansa mainiosti, kunhan saa kuvan säädettyä kohdalleen.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
projektorin kattoteline,"Tuote oli juuri sellainen mitä haluttiinkin ja toimitusaika oli nopea. Positiivisena yllätyksenä oli, että kiinnitysputkia oli kaksi pidempi ja lyhyempi.",5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Ihme rimpula,"Tuote on halpa ja se näkyy. Kallistusominaisuus ilmeisesti tarkoittaa sitä tarkoittaa sitä että vaikka kaikki ruuvit kiristäisi maksimille oikeaan kallistukseen, teline haluaa silti kallistua. Tämä tapahtuu kummallakin putkella. Myöskin pienikin kosketus johtoon tai muuten vain tärinä saa tykin ja telineen heilumaan jolloin kuvakin heiluu. En luota tykkiäni tähän telineeseen joten turhaan tuli taisteltua homma kattoon.En suosittele kenellekään, toivottavasti palautus onnistuu sillä teline ei todella aja asiaansa.",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Edullinen muttei paras,Saa tykin kattoon mutta aika renkkana muuten.--+-+-+-+-+-+-+-+-+-+-+-+-,2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,negatiivinen
Tekee tehtävänsä,"JOS et osaa niin älä osta!Monet valittavat tuotteen rajallisista säätöominaisuuksista.Itse en nähnyt mitää ongelmaa. Vähän kun ruuvveja löystää ja käyttää päätä niin saa telineen säädettyä ja asennettua helposti.Tästä tuotteesta löytyy toinen paketti pidemmällä putkella. Suosittelen sitä jos katto on korkealla ja kuva halutaan saada alas. Tämän tuotteen putki on erittäin lyhyt (mukana kaksi putkea, toinen about 15cm)",5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
Perusteline,Hyvä hinta-laatusuhde.Ohjeet ovat erittäin huonot.Hyvin hankala säätää kohdalleen. Jotta säätöä voi löysätä / kiristää joutuu jalustan irrottamaan katosta.,3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,neutraali
hinta laatusuhde hyvä,"otsikko kertoo kaiken,ei moitittavaa,kaikki osat mukana,esim. ruuveja paljon ja niillä pärjää.",5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=1,fi,positiivinen
toimii tehtävässään,säätö ominaisuudet rajalliset muutenki aika hepponen laatu hinta suhde kyl kohdallaan,2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Toimiva ja helppoasenteinen teline,"Helppo asentaa, kaikki tarvittava mukana. Riittävästi asennusohjeita. Kiinnitysruuveissa riittävästi säätövaraa jopa isolle tykille (Optima). Pysty suunnassa säätövara OK. Tuotteen viimeistely tehty hyvin. Hinta-laatu suhde erittäin hyvä.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,positiivinen
ViewSonic Pro9000 -yhteensopiva (varauksella),"Paketin osat tuntuvat laadukkailta. Myös kiinnityssysteemin perusteella voi uskoa, että teline menee kiinni hyvinkin monenlaisiin projektoreihin. Myös kuvan säätäminen katonrajasta siedettävälle katselukorkeudelle onnistui helposti.Tuote on kohtuullisen yhteensopiva ViewSonic Pro9000:n kanssa. Kiinnitysruuvit eivät kuitenkaan kiristyneet loppuun asti tykin ja telineen välillä. Tämä johtui hyvinkin reilun mittaisista ruuveista, jotka tulivat paketin mukana.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,positiivinen
Hankala asentaa mutta tyylikäs,"Tyylikäs teline ja projektorikiinnityksen ansiosta tykkiä voi asennuksen jälkeen helposti liikutella sivuittaissuunnassa. Tilt-ominaisuutta en sinällään ymmärrä koska parhaan kuvan saamiseksi tykin tulee kuitenkin olla kohtisuorassa kankaaseen nähden, ei kallellaan alas tai ylös. Putkien kiinnittäminen oli vaikeaa. Ruuvit korkkasivat asennuksessa, joten käytä muita ruuveja tai poraa valmiit reiät kattoon. Varmaan tulee itse vaihdettua vielä johonkin järkevämpään tuotteeseen.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Insinöörihenkisille,"Aloitetaan huonoista puolista:Ohjeet ovat luokattomat (niitä ei käytännössä ole)Kattoon kiinnittäminen on tehty äärimmäisen hankalaksi (ruuveja tulee kiristää vähä vähältä samaan aikaan yms.)Ruuvit heikkolaatuisia (käytännössä pyöristyy se kanta vääntämisestä, ei siis kestä kiinnitystä ilman poralla tehtyjä esireikiä)Hyvät puolet:Ei näytä ihan hirveältäHinta on ok",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Edullinen mutta hankala...,"Kokemusta ei tosin ole muista telineistä, mutta ainakin tämän säätömahdollisuudet ovat aika heikot. Alustavasti en saanut kuvaa katosta osoitettua tarpeeksi alas vaikka käytin pitempää putkea. Toki kuvauksestakin näkyy että esim. tilt säätö on vain 15 astetta.Osat (lähinnä tuo putki) ei tahdo ihan helpolla myöskään asettua paikalleen vaan itse sitä jouduin jonkin aikaa yrittämään ennen kuin putken sai paikalleen.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Erittäin hankala asentaa,"Käyttöohjeet täysin luokattomat, hienosäätö erittäin hankalaa. Yksi tähti siitä että sain lopulta asennettua, ja ulkonäkö on ihan siedettävä.",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Tuskaa ja ahdistusta kohdistukseen,"Asentaminen ei muuten vaikeaa, mutta tykin kallistuksen säätö on arvailun varassa. Suosittelen vain tykin kanssa jossa on omat kattavat säädöt, joilla kuvan voi kohdistaa paremmin. Muuten varaudu käyttämään paljon aikaa irrottaen ja taas asentaen tykkiä kattoon. Olen viettänyt tämän kanssa nyt aikaa noin 3 tuntia ja alan olemaan lähellä. Suurin ongelma on pystykohdistus, sivuittan kääntäminen on helppoa. Laite ei olemukseltaan herätä luottamusta.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Ei sopinut Dell:in tykkiin,"Muuten varmaan ihan hyvä tuote, mutta ei sopinut Dell 1510x-malliseen tykkiin.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Edullinen perusteline.,"Tuote toimii siihen tarkoitukseen, mihin se on suunniteltu, eli pitämään tykki katossa. Ei mitään enempää eikä vähempää.Asennus todellakin vaatii kikkailuja, joten mitenkään helpoksi sitä ei voi kutsua. Tosin kerranhan se sinne vain pitää laittaa. Tykin kallistusominaisuus vain heikentää tuotteen arvoa, koska sen takia tykin suoraan saaminen on hankalaa. Asiaa ei helpota yhtään se, että kallistuksen säätö täytyy tehdä ennen kuin yhtäkään osaa on kiinnitetty kattoon. Jälkeenpäin säätö ei ole mahdollista, joten jos asensit vinoon, niin voi voi.Jos tykissäsi ei ole kuvan siirtomahdollisuutta ja kattavia säätöjä, niin en suosittele tätä telinettä. Mutta, jos hyväksyt hieman hankalamman ja aikaa vievän asennusprosessin, niin kohtuuhintaan saa ihan hyvän telineen, kunhan et koske tykkiin asennuksen jälkeen. Itse tiedostin nämä ongelmakohdat ennen ostoa, ja olen ihan tyytyväinen.Loppuun vielä muistutus: Teline ei käy sellaisenaan Epsonin tykeille !",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Komee mutta romu,"Hyvännäköine kattoteline mutta erittäin hankala asentaa paikalleen. ei kunnollisia kokoamis ohjeita, rungonputket ei sovi paikoilleen millään. Hermot menee asennuksessa kun joutuu ottaa irti ja laittamaan takaisin useamman kerran.",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
"Ei vastaa tuotekuvausta, mutta hinta huomioiden ihan kohtalainen tuote..","Kasausohjeen kuvat eivät vastanneet paketin sisältöä, joten kasaus piti tehdä lähinnä oman intuition varassa. 360 asteen kääntäminen sivuttaissuunnassa onnistuu, mutta minkäänlaista kallistustoimintoa en tästä kyllä keksi, vaikka kuvauksessa 15 asteen kallistusmahdollisuudesta puhutaankin. Lisäksi on vähän kiikkerän oloinen ja kattokiinnikkeen muoviosa halkesi heti kättelyssä.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
SÄÄSTÄ RAHASI!!,"Järkyttävä tuote. Ei todellakaan laadukas millään mittarilla, jonka lisäksi suomen kielinen ""asiakstuki"" ei vastannut puhelimeen - liekö edes olemassa. Rahat hukkaan tähän vimpuiaan. Ostakaa oikea teline jos meinaatte jotain käyttää.",1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
"Sijoita kallimpaan,","Jos haluat askarrella, niin voit ehkä haluta ostaa tämän. Tuotteessa ei tullut tarpeeksi kattavaa valikoimaa kiinnitysruuveja projektoriin. Itse ainakin jouduin soveltamaan kiinnitys tapaa huomattavasti.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
"Ei ole kallis, mutta eipä ole kummoinenkaan","Optoman HD25e-tykin kanssa ongelmaksi muodostui se, ettei tämän tuotteen paketissa tullut mukana sopivan kokoisia asennuspultteja, vaan homma meni kikkailuksi. Kyllähän tällä tykki katossa pysyy, mutta en tätä kyllä varsinaisesti käteväksi asennustavaksi luonnehtisi. Erityisesti jos tykin liikuttelulle on tarvetta, harkitsisin kyllä muita vaihtoehtoja.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Erittäin epäselvä asennus ja epävakaan tuntuinen,"Lyhyesti: halpa, mutta erittäin epävakaan tuntuinen teline ja äärimmäisen surkeat asennusohjeet.Teoriassa asennus on suht simppeli (tee reiät kattoon, ruuvaa kiinni - ohjeet ovat juurikin tällä tasolla), mutta esimerkiksi kallistuskulman säätäminen ja tykin suoristaminen ei ollut helppoa eikä millään tavalla ohjeistettua.Muutenkin koko teline tuntuu liikahtavan pelkästä katseesta, joten koko ajan pelottaa milloin hökötys tippuu alas.Jos on pakko säästää rahaa, tällä saattaa pärjätä, mutta suosittelen ostamaan laadukkaamman niin säästät sekä vaivaa että harmaita hiuksia.",2,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Helppo ja halpa,Helppo asentaa ja käyttää ja edullinen tuote.......,5,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,positiivinen
Halpa mutta hankala,Verrattuna kalliimpiin niin harvinaisen hankala asentaa. Vastedes ostan vain semmoisia jossa nivel helposti säädettävissä jotta voi tykin kallistaa helposti.,1,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,negatiivinen
Toimii!,"Hinta laatu suhde kohillaan, saisi olla enemmän säätömahdollisuuksia, kiinnitysei niin hyvä.",4,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,positiivinen
Muuten hyvä mutta säätö ominaisuudet eivät ole riittävät,"Toimii kattotelineenä, mutta säätöominaisuudet ovat olemattomat. Toinen ongelma on se että kun kerrankin videotykin saa kohdalleen ja erehdyt koskemaan piuhoihin, tykki liikahtaa koska mitään kunnollista lukitusmekanismia ei ole. Tämä ongelma tosin ratkeaa jos kaapeloi johdot kunnolla.",3,https://www.verkkokauppa.com/fi/product/33764/Deltaco-PRB-1-projektorin-kattoteline-80-ja-170-mm-varsi/reviews?page=2,fi,neutraali
Vissiin maanantaikappale,Tämä oli kyllä hutiostos. Aivan surkea äänenlaatu ja kaverit ei meinaa kuulla mitään toisessa päässä. Tuulisuoja blokkaa ison osan ääntä pois. En kyllä voi suositella tätä tuotetta,1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Halpa pöytämikki,Hintaisekseen ihan passeli vehje. En tiedä mitä tämän hintaluokan elektroniikalta varsinaisesti pitäisi odottaa.,4,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,positiivinen
Yksi tähtikin on liikaa,"Täyttä roskaa, yritin yli viikon saada mikrofoonia toimimaan, toimii todella välttävästi, plud and pray tuotteessa ei auta rukoilukaan että toimisi edes Wordissa. Eli toimii varsin rajoitetusti, toimii varmaan hyvin jos sitä käyttää muuhun kuin Microsoftin tuotteisiin. Jopa muut hallpis mikrofoonit toimii moitteetta välittömästi. Piirisarjasta ei  ole mainintaa, ajuria ei ole kun sitä ei tarvita, katkaisija on todella heppoinen, mitään käyttöohjetta missä mainitaan missä asennossa katkaisija pitäisi olla ei ole, eikä sillä merkitystäkään koska niissä tuotteissa missä se toimii niin se toimii riippumatta katkaisijan asennosta.",1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Aloitteleva mikki Dubbaukseen,Minä olen käyttänyt tätä mikkiä dubbaukseen ja minun käytöllä tämä on ollut yllättävän toimiva.Ja paljon parempi kuin mitä hinta antaa ymmärtää!Suosittelen tätä tuotetta!,4,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,positiivinen
Ei edes toiminut,"Ostin ihan vaan, että jotain puhetta saa Discordin kautta pölistyä, joten millekkään Neumannin mikille ei niinkään tarvetta. Kytkin koneeseen, mutta mutta huolimatta kytkimen asennosta mitään ääntä pois lukien pientä ininää tasojen ollessa täysillä ei mikistä kuulunut. Kytkin liikkuu poikkisuunnassa enemmän, kuin sen varsinaisessa suunnassa, pohja levy repsottaa osittain irti. Ei mielestäni ole edes markan arvoinen hattuteline.",1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Älä osta,"Ei toimi, testattu kahdella kannettavalla ja pöytäkoneella.",1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Älä osta,"Älä osta sillä se ""säästö"", minkä teet tämän mikin ostamalla tulee olemaan 50€+ tappio",1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Ei sitten toimi,Pysykää kaukana tästä tuotteesta sillä nämä kiinalaiset jotka näitä tekee ei osaa valmistaa mikrofoneja. Jos puhaltaa mikrofooniin ihan täpöö niin näkyy vaan et -100dB.,1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
mikki,"Tuli tarpeseen toimii loistavasti!Sin tuotteen npeasti,hinta laatusuhde tosi hyvä.",4,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,positiivinen
Mikrofoni,"Hyvä mikrofoni, ajaa tarkoituksensa. Äänen laatu on hyvä.",5,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,positiivinen
Kehnohko,"Pöytämikrofoniksi kaappaa puheäänen huonosti, laitetta pitää pitää n. 5 sentin päässä suusta. Muuten ääni tulee ""kuin huoneen toisesta päästä"" -- hiljaisena ja epäselvänä.",2,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Kelvoton mikrofoni,"Minulla oli tällainen, kun ensimäisen mikin hankin eikä ollut edes kuulokkeissa silloin mikrofonia. Ne, jotka tälle hyvät arvosanat antavat, ovat todennäköisesti olleet samassa tilanteessa. Muistan, etten kritisoinut tätä hirveästi, mutta nyt täytyy.Äänenlaadun muistan olleen melko surkea, paljon ooli myös häiriöitä. Kovasti ongelmia aiheutti se, ettei tuo kevyt pieni kapistus meinannut millään pysyä pystyssä ilman sinitarraa. Sillä mentiin kuin huonolla headsetin mikillä, uutta tilalle mahdollisimman pian.En suosittele tätä kenellekään, jolla on varaa parempaa.",1,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,negatiivinen
Ei striimaamiseen,Ei sovi ainakaan striimaamiseen muuten varmaan hyvä,3,https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1,fi,neutraali
